HomeTeam,AwayTeam,Date,home_rest_days,away_rest_days,home_elo,away_elo,elo_diff,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_avg_goals,home_avg_goals_scored_5,home_avg_goals_conceded_5,home_avg_corners_5,home_avg_cards_5,home_avg_points_5,away_avg_goals_scored_5,away_avg_goals_conceded_5,away_avg_corners_5,away_avg_cards_5,away_avg_points_5,home_avg_goals_scored_10,home_avg_goals_conceded_10,home_avg_corners_10,home_avg_cards_10,home_avg_points_10,away_avg_goals_scored_10,away_avg_goals_conceded_10,away_avg_corners_10,away_avg_cards_10,away_avg_points_10,home_venue_avg_goals_5,home_venue_avg_corners_5,home_venue_avg_cards_5,home_venue_avg_points_5,away_venue_avg_goals_5,away_venue_avg_corners_5,away_venue_avg_cards_5,away_venue_avg_points_5,home_venue_avg_goals_10,home_venue_avg_corners_10,home_venue_avg_cards_10,home_venue_avg_points_10,away_venue_avg_goals_10,away_venue_avg_corners_10,away_venue_avg_cards_10,away_venue_avg_points_10,FTR,FTHG,FTAG,HC,AC,home_cards,away_cards
Burnley,Fulham,2024-02-03,3,4,1388.3150310208962,1480.7270753082196,-92.4120442873234,1.0,0.0,0.0,2.0,1.2,1.8,3.4,1.6,0.8,0.4,1.4,7.4,2.0,0.8,1.3,1.5,4.4,1.9,0.8,1.8,1.6,5.7,1.7,1.3,1.4,4.8,1.2,0.8,0.8,3.2,2.2,0.0,1.1,6.3,1.5,0.4,0.8,3.4,2.4,0.3,D,2,2,2,13,2,2
Newcastle,Luton,2024-02-03,4,4,1568.8949734791915,1466.6845721291181,102.21040135007343,0.0,0.0,1.0,1.0,1.6,2.4,6.0,2.2,0.6,2.2,1.2,6.4,1.2,2.0,1.7,2.0,5.4,1.9,1.2,1.8,1.7,5.3,2.0,1.3,2.2,5.8,1.8,1.8,1.2,4.8,1.2,0.8,2.0,5.3,2.1,2.1,1.1,4.5,1.4,0.8,D,4,4,8,2,2,2
Arsenal,Liverpool,2024-02-04,5,4,1653.880634881319,1696.7698699646617,-42.889235083342555,0.2,0.4,0.4,3.4,1.8,1.2,7.2,1.8,1.4,3.0,0.8,5.6,2.0,2.6,1.8,1.1,6.9,1.5,1.9,2.4,0.9,6.6,2.0,2.4,2.4,6.6,1.0,2.4,2.2,6.4,2.2,2.6,2.5,7.5,1.2,2.3,2.0,5.8,2.6,2.1,H,3,1,2,4,6,3
Man United,West Ham,2024-02-04,3,3,1583.3822261389441,1522.876138613851,60.50608752509311,0.6,0.0,0.4,1.6,2.0,2.2,5.0,3.0,1.4,1.4,0.6,2.2,1.2,1.8,1.5,1.6,5.5,2.9,1.4,1.5,1.1,3.4,1.8,1.9,1.6,8.8,2.0,2.0,1.6,3.8,1.8,2.0,1.4,8.7,2.3,1.6,1.7,4.3,2.0,1.6,H,3,0,5,8,0,1
Chelsea,Wolves,2024-02-04,4,3,1513.7725974114076,1487.3323998017509,26.440197609656707,0.2,0.4,0.4,2.2,1.6,1.8,3.8,3.8,1.8,2.4,1.2,4.6,2.4,2.0,1.5,1.9,4.5,3.1,1.5,1.7,1.5,4.1,1.9,1.4,2.4,5.0,3.6,2.6,1.4,2.4,2.0,0.8,1.7,5.6,2.9,1.7,1.4,3.1,2.9,1.1,A,2,4,10,1,3,2
Bournemouth,Nott'm Forest,2024-02-04,3,5,1478.740330744779,1440.1007126160634,38.63961812871548,0.6666666666666666,0.3333333333333333,0.0,4.0,1.6,2.0,7.6,2.0,1.4,2.0,2.0,3.6,1.8,1.2,2.0,1.3,7.1,2.2,2.0,1.3,2.2,3.8,1.6,0.7,1.8,7.4,2.0,2.0,1.6,2.8,2.0,0.8,1.1,6.3,1.6,1.2,1.1,3.3,3.0,0.8,D,1,1,11,6,4,2
Brentford,Man City,2024-02-05,5,5,1488.0387408507327,1716.3708352190838,-228.33209436835114,0.5,0.0,0.5,1.75,1.6,2.8,5.6,2.6,0.6,2.6,1.2,8.4,1.6,2.6,1.2,2.2,5.1,1.9,0.6,2.3,1.6,6.7,1.9,1.9,1.6,5.8,2.2,1.2,2.4,4.6,2.0,2.0,1.8,5.2,2.0,1.4,2.1,6.8,2.0,1.9,A,1,3,8,13,1,0
Wolves,Brentford,2024-02-10,6,5,1498.091944162713,1483.8036614901346,14.288282672578362,0.6,0.2,0.2,2.8,2.8,1.4,2.8,2.2,2.0,1.6,3.0,5.8,1.4,0.6,1.9,1.4,4.0,1.9,1.7,1.3,2.2,5.1,1.8,0.6,2.0,5.8,1.8,2.0,0.8,4.4,1.6,0.0,1.8,5.4,2.3,1.8,1.1,4.7,2.6,0.7,A,0,2,7,4,2,3
Man City,Everton,2024-02-10,5,7,1720.605914579682,1472.9790389098353,247.62687566984664,0.8,0.2,0.0,2.6,2.8,1.0,9.8,1.4,3.0,0.6,1.6,5.8,2.6,0.6,2.2,1.3,7.7,1.6,2.1,1.2,1.0,5.5,2.3,1.5,2.2,8.8,1.8,1.8,0.8,5.0,2.0,1.4,2.7,7.1,1.9,2.4,1.3,4.4,2.1,1.7,H,2,0,9,0,0,2
Fulham,Bournemouth,2024-02-10,7,6,1478.128242360291,1477.6327557226189,0.49548663767222934,0.0,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.8,1.4,8.4,2.0,1.0,1.2,1.8,8.6,2.2,1.0,1.7,1.6,6.4,1.7,1.1,1.9,1.4,7.6,2.4,1.8,2.4,7.4,1.8,2.0,2.0,7.4,2.6,2.0,1.9,7.5,2.0,1.9,1.7,5.8,2.2,1.4,H,3,1,1,14,1,2
Liverpool,Burnley,2024-02-10,6,7,1685.5416510399734,1390.9138639688247,294.62778707114876,1.0,0.0,0.0,1.6666666666666667,3.0,1.2,5.6,2.2,2.4,1.2,2.2,2.6,1.8,0.4,2.4,1.1,6.4,2.0,2.3,1.4,1.5,4.2,2.0,0.9,2.6,6.8,1.8,2.2,1.2,4.0,2.6,0.8,2.7,7.4,1.3,2.6,1.0,4.2,2.5,0.7,H,3,1,9,3,3,2
Luton,Sheffield United,2024-02-10,7,7,1469.5443950239714,1406.2725582658318,63.27183675813967,1.0,0.0,0.0,5.0,2.8,2.0,5.6,1.2,1.6,1.2,3.0,3.8,3.0,0.2,2.2,2.0,5.2,2.0,1.4,0.8,2.5,3.2,3.4,0.5,2.2,5.8,2.0,1.2,0.6,2.2,3.4,0.2,1.6,5.9,2.3,1.1,0.6,2.5,3.1,0.2,A,1,3,13,1,1,2
Tottenham,Brighton,2024-02-10,7,7,1592.7122143374718,1551.5795561034745,41.13265823399729,0.6,0.0,0.4,2.6,2.4,2.2,6.6,1.6,1.6,1.6,1.4,4.4,1.4,1.6,2.4,1.8,5.9,2.2,1.8,1.4,1.5,4.8,2.0,1.3,2.6,4.6,2.0,2.4,0.6,2.8,2.4,0.4,2.1,6.3,2.6,2.1,1.2,2.7,2.7,0.9,H,2,1,9,6,2,3
Nott'm Forest,Newcastle,2024-02-10,6,7,1441.2082876382235,1566.0351505843382,-124.82686294611472,0.3333333333333333,0.0,0.6666666666666666,3.0,1.8,1.6,3.6,2.0,1.4,2.4,3.0,6.2,2.4,0.8,1.2,2.0,3.8,1.6,0.8,1.7,2.3,5.8,1.7,1.0,1.0,4.4,1.2,0.6,1.2,5.0,2.0,0.6,1.3,3.8,1.6,0.9,1.9,4.8,2.2,0.8,A,2,3,4,4,1,2
Aston Villa,Man United,2024-02-11,8,7,1598.6751084433017,1591.658115648914,7.016992794387761,0.4,0.2,0.4,3.0,2.2,1.6,5.8,3.0,1.4,2.6,1.8,5.2,2.4,2.0,1.8,1.2,6.6,3.2,1.8,1.5,1.6,5.5,2.9,1.4,1.4,6.4,3.4,2.0,1.0,3.4,3.8,0.8,2.6,5.3,3.1,2.5,1.3,3.8,2.7,1.6,A,1,2,10,8,3,2
West Ham,Arsenal,2024-02-11,7,7,1514.6002491038812,1665.1088538060073,-150.50860470212615,0.2,0.2,0.6,3.0,1.0,1.2,3.0,1.0,1.2,2.2,1.2,6.6,2.0,1.8,1.3,1.3,3.7,1.6,1.6,2.0,1.2,6.3,2.0,1.9,1.4,3.0,1.8,1.8,1.6,6.2,2.0,1.4,1.5,4.3,2.2,1.6,1.6,7.4,1.7,1.7,A,0,6,2,6,4,0
Crystal Palace,Chelsea,2024-02-12,9,8,1465.386377073352,1503.0130530504455,-37.626675977093555,0.0,0.0,1.0,2.2,1.6,2.8,6.0,1.2,1.2,1.8,2.2,4.6,3.4,1.8,1.3,2.2,4.6,1.9,0.9,1.6,1.9,5.3,2.9,1.5,1.6,6.0,2.6,1.4,1.2,4.2,2.6,0.6,1.4,6.0,2.0,1.2,1.7,4.0,3.6,1.3,A,1,3,1,7,2,2
Tottenham,Wolves,2024-02-17,7,7,1601.5338215908798,1487.6809260164448,113.85289557443502,0.4,0.0,0.6,1.6,2.4,1.6,7.2,1.6,2.2,2.0,1.6,3.8,2.4,1.4,2.3,1.6,6.0,2.0,2.0,1.8,1.4,4.7,1.9,1.7,2.8,4.8,1.8,3.0,1.8,2.2,2.0,1.4,2.1,5.7,2.2,2.1,1.7,3.2,2.7,1.1,A,1,2,10,4,0,1
Man City,Chelsea,2024-02-17,7,5,1724.4820716669617,1511.9342844186106,212.54778724835114,0.8,0.2,0.0,2.4,2.6,0.8,10.8,1.0,3.0,2.0,2.2,5.2,3.2,1.8,2.3,1.2,7.7,1.5,2.3,1.6,1.8,5.5,2.7,1.5,2.4,8.8,1.6,2.2,1.6,4.8,3.0,1.2,2.8,7.7,1.8,2.4,2.0,4.0,3.3,1.5,D,1,1,12,1,1,3
Nott'm Forest,West Ham,2024-02-17,7,6,1434.65408966718,1508.680158548346,-74.02606888116611,0.3333333333333333,0.0,0.6666666666666666,3.3333333333333335,1.6,2.0,4.0,1.6,0.8,0.6,2.4,2.8,1.8,0.6,1.4,2.2,3.8,1.6,0.8,1.2,1.8,3.7,1.8,1.5,1.4,4.4,1.2,0.6,1.2,4.4,1.4,1.4,1.4,3.7,1.5,0.8,1.4,4.7,1.8,1.3,H,2,0,5,3,4,5
Burnley,Arsenal,2024-02-17,7,6,1387.8141321065461,1671.0289443615425,-283.21481225499633,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.4,2.4,2.4,1.8,0.4,3.4,0.8,5.8,1.6,2.4,1.0,1.8,3.9,2.0,0.6,2.4,1.1,6.5,1.9,1.9,1.6,4.4,1.4,1.0,2.0,5.8,1.8,1.4,1.2,6.1,1.5,0.5,2.1,6.9,1.6,1.7,A,0,5,4,6,2,1
Fulham,Aston Villa,2024-02-17,7,6,1488.1139811181383,1588.4731706117786,-100.35918949364032,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,1.4,1.0,7.6,1.8,1.6,2.0,1.4,6.6,3.0,1.4,1.7,1.3,6.1,1.8,1.4,1.7,1.2,6.9,3.2,1.7,2.0,6.4,2.0,2.0,2.2,6.8,3.0,1.6,2.1,7.0,1.9,1.9,1.5,7.1,2.6,1.5,A,1,2,4,4,5,2
Brentford,Liverpool,2024-02-17,7,7,1494.2146796364027,1688.641382902252,-194.42670326584926,0.2,0.2,0.6,3.4,1.8,2.2,5.0,1.8,1.2,3.2,1.4,6.6,2.6,2.4,1.5,2.1,5.4,2.0,0.9,2.3,0.9,7.0,2.3,2.3,1.8,7.2,2.2,1.2,2.2,6.0,2.2,2.4,1.8,5.2,2.1,1.3,1.9,5.3,2.6,1.8,A,1,4,1,6,2,1
Newcastle,Bournemouth,2024-02-17,7,7,1572.5893485553818,1467.6470169647716,104.94233159061014,0.0,0.6666666666666666,0.3333333333333333,2.0,2.8,2.8,5.0,2.2,1.4,0.8,2.4,10.2,2.6,0.4,1.9,2.5,5.5,1.8,1.0,1.7,1.6,8.3,2.5,1.5,2.2,6.6,1.4,1.4,1.8,8.4,2.4,1.4,2.3,5.6,2.2,2.2,1.6,7.0,2.2,1.3,D,2,2,4,2,1,3
Sheffield United,Brighton,2024-02-18,8,8,1418.0737996346368,1542.7579488500664,-124.68414921542967,0.0,1.0,0.0,2.0,1.4,2.6,2.2,2.4,0.8,1.0,1.4,4.2,1.4,1.0,1.1,2.1,3.2,3.0,0.8,1.3,1.4,4.6,1.8,1.3,1.0,4.2,3.4,0.8,0.4,2.4,2.0,0.4,1.1,4.0,3.0,0.8,1.0,3.2,2.8,0.6,A,0,5,5,10,2,4
Luton,Man United,2024-02-18,8,7,1457.7431536551665,1601.860053480437,-144.1168998252706,0.0,0.0,1.0,1.0,2.4,2.2,7.4,1.4,1.0,2.4,1.6,6.2,2.6,2.0,2.1,2.2,6.1,1.5,1.1,1.7,1.6,6.0,2.9,1.7,1.8,7.8,1.8,1.2,1.4,4.4,3.8,1.4,1.6,6.2,2.4,1.0,1.4,4.3,2.6,1.9,A,1,2,8,6,3,5
Everton,Crystal Palace,2024-02-19,9,7,1469.1028818225554,1456.4651457051868,12.637736117368604,0.6,0.2,0.2,3.4,0.4,1.4,4.2,2.2,0.6,1.6,3.0,5.6,1.2,1.2,1.1,1.2,5.2,2.5,1.2,1.3,2.4,4.4,2.1,0.8,1.6,6.0,2.6,1.6,1.0,3.2,1.2,0.4,1.3,5.1,2.2,1.2,1.0,3.6,2.0,0.8,D,1,1,3,6,0,2
Man City,Brentford,2024-02-20,3,3,1719.0284114515057,1489.2915229051378,229.73688854636794,0.6,0.0,0.4,2.2,2.4,1.0,10.8,1.0,2.6,1.8,2.4,4.4,2.0,1.2,2.1,1.0,7.9,1.2,2.3,1.3,2.4,4.8,2.1,0.6,2.0,9.2,1.0,2.2,1.2,3.6,1.8,0.6,2.4,8.5,1.7,2.2,1.0,4.6,2.7,0.7,H,1,0,10,1,2,4
Liverpool,Luton,2024-02-21,4,3,1693.564539633517,1451.668575630627,241.89596400288997,0.0,1.0,0.0,2.0,3.2,1.2,6.4,2.2,2.4,2.2,2.0,7.6,1.6,1.0,2.5,1.0,6.4,2.1,2.3,2.1,2.1,6.4,1.6,1.1,2.4,8.0,2.4,2.2,1.8,4.4,1.2,1.0,2.7,7.6,1.6,2.6,1.4,4.0,1.4,0.9,H,4,1,13,4,1,4
Aston Villa,Nott'm Forest,2024-02-24,7,7,1595.6623463486249,1446.7530649844007,148.90928136422417,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.8,1.2,6.2,2.6,1.4,1.6,1.8,4.2,2.0,0.8,1.8,1.3,6.7,3.2,1.7,1.6,1.7,4.2,1.9,1.1,1.4,7.2,3.6,1.4,1.4,3.2,2.0,1.0,2.4,5.9,2.9,2.2,1.0,3.6,2.7,0.9,H,4,2,7,2,1,2
Brighton,Everton,2024-02-24,6,5,1549.3157672429743,1468.7392988747026,80.57646836827166,0.4,0.2,0.4,4.0,2.0,1.4,6.2,2.2,1.4,0.6,1.0,4.4,1.6,0.8,1.6,1.3,4.9,1.9,1.3,0.9,1.3,5.0,2.2,1.0,2.2,6.8,1.6,2.2,0.6,4.4,2.4,0.8,2.1,6.4,2.0,2.0,1.1,3.8,2.1,1.6,D,1,1,11,3,3,3
Crystal Palace,Burnley,2024-02-24,5,7,1456.8287286530397,1384.5383892300997,72.29033942293995,0.3333333333333333,0.6666666666666666,0.0,3.3333333333333335,1.2,3.0,5.4,1.6,0.8,1.0,2.8,2.8,1.8,0.4,1.4,2.3,4.7,2.2,0.9,1.0,2.2,3.5,1.8,0.6,1.8,5.6,2.8,1.4,1.4,3.0,2.2,0.8,1.2,5.7,2.1,0.9,1.1,4.2,2.4,0.7,H,3,0,12,3,3,2
Man United,Fulham,2024-02-24,6,7,1607.9346315049766,1480.9248053812921,127.00982612368443,1.0,0.0,0.0,2.3333333333333335,2.6,1.4,6.4,2.8,2.6,1.2,1.2,7.4,2.0,1.0,1.7,1.6,5.4,3.0,1.7,1.3,1.5,5.9,2.3,1.1,2.0,7.6,2.0,2.0,1.0,5.4,1.6,0.2,1.4,8.1,1.9,1.6,0.8,4.4,2.2,0.3,A,1,2,10,9,2,5
Bournemouth,Man City,2024-02-24,7,4,1470.578876730594,1723.2365582144546,-252.65768148386064,0.0,0.0,1.0,5.333333333333333,1.0,2.2,8.0,2.6,0.6,2.0,0.6,10.2,1.0,2.6,1.7,1.6,7.8,2.3,1.5,2.2,0.9,8.9,1.2,2.6,1.6,7.6,2.4,1.6,2.2,6.6,1.4,2.4,1.1,6.4,1.9,1.2,2.2,6.9,2.0,1.9,A,0,1,3,8,2,2
Arsenal,Newcastle,2024-02-24,7,7,1674.304687237989,1569.6574887895595,104.64719844842944,0.4,0.2,0.4,1.4,4.2,0.4,6.2,1.6,3.0,2.8,2.4,5.2,1.4,1.6,2.5,0.8,6.3,1.9,1.9,2.1,2.4,5.7,1.9,1.1,2.4,6.4,2.0,2.4,1.8,5.4,2.4,1.2,2.6,6.9,1.8,2.5,2.1,4.9,2.0,1.1,H,4,1,9,0,1,0
Wolves,Sheffield United,2024-02-25,8,7,1500.8454069304757,1411.515981241729,89.32942568874682,0.0,0.0,1.0,3.0,1.8,1.8,3.6,2.2,1.4,1.4,3.2,2.8,2.6,0.8,1.9,1.5,4.5,1.8,1.7,1.1,2.4,3.5,3.0,0.8,1.8,6.0,1.8,1.4,1.2,2.2,2.6,0.8,1.7,5.7,2.4,1.8,0.8,2.4,2.7,0.5,H,1,0,5,6,2,1
West Ham,Brentford,2024-02-26,9,6,1496.5811832311254,1485.0833761421889,11.497807088936497,0.0,0.0,1.0,2.8,0.6,2.8,3.0,2.6,0.4,1.2,2.2,3.4,2.6,0.6,1.0,1.9,3.6,2.0,1.2,1.2,2.3,4.6,2.4,0.6,1.2,3.0,2.2,1.6,1.0,3.2,2.4,0.6,1.4,4.1,2.3,1.6,1.0,4.4,2.6,0.7,H,4,2,1,7,1,2
Brentford,Chelsea,2024-03-02,5,14,1475.4141888757028,1517.3879446340666,-41.97375575836372,0.6,0.2,0.2,2.0,1.2,2.4,4.2,2.4,0.6,1.6,2.0,5.0,3.4,1.4,1.4,2.6,4.9,2.5,0.6,1.6,1.7,5.2,3.0,1.6,1.4,6.0,2.4,0.6,1.8,3.4,3.2,1.4,1.7,4.8,2.2,1.2,1.9,4.0,3.2,1.3,D,2,2,0,6,3,1
Everton,West Ham,2024-03-02,7,5,1471.017771937414,1506.2503704976114,-35.2325985601974,0.4,0.0,0.6,1.6,0.8,1.2,4.2,2.0,0.8,1.0,2.8,3.0,2.4,0.8,0.8,1.4,4.9,2.3,0.8,1.4,1.6,3.1,2.0,1.5,1.2,5.6,2.0,1.2,0.8,4.2,1.8,0.8,1.4,5.3,2.1,1.3,1.2,4.4,2.2,1.0,A,1,3,4,5,1,2
Fulham,Brighton,2024-03-02,7,7,1494.4258575570204,1547.037294180263,-52.611436623242525,0.6666666666666666,0.3333333333333333,0.0,2.0,1.6,1.2,8.4,2.8,1.6,2.2,1.6,6.8,2.6,1.4,1.0,1.6,6.5,2.6,1.1,1.6,1.3,5.1,2.2,1.3,1.2,6.6,2.6,1.4,1.4,4.2,2.2,1.0,2.2,6.6,2.3,1.9,1.4,3.9,2.8,0.9,H,3,0,2,6,1,2
Newcastle,Wolves,2024-03-02,7,6,1562.5815821885953,1508.3294954837356,54.25208670485972,0.4,0.4,0.2,2.6,2.6,2.6,4.6,1.2,1.6,2.0,1.8,4.2,1.8,1.8,2.1,2.4,5.1,1.6,1.1,1.9,1.4,4.6,2.0,1.9,2.4,6.0,1.4,1.0,2.0,3.0,1.8,2.0,2.4,5.2,2.0,2.0,1.7,3.4,2.5,1.4,H,3,0,3,5,0,1
Nott'm Forest,Liverpool,2024-03-02,7,10,1440.7945326462682,1697.544829812754,-256.7502971664858,0.3333333333333333,0.0,0.6666666666666666,3.0,1.6,2.0,3.8,1.8,0.8,3.2,1.4,8.0,2.0,2.4,1.7,2.0,4.1,2.0,1.0,2.7,1.0,7.2,2.0,2.3,1.8,4.2,1.6,1.2,2.6,4.8,1.8,2.4,1.5,4.1,1.7,1.0,2.0,5.5,2.4,1.8,A,0,1,3,12,2,2
Tottenham,Crystal Palace,2024-03-02,14,7,1588.3693406768489,1464.7775603669036,123.5917803099453,0.8,0.0,0.2,2.8,2.0,1.8,8.4,1.0,1.6,1.8,2.0,6.4,2.2,1.4,2.3,1.6,6.2,1.7,2.0,1.6,2.1,5.3,1.9,1.2,2.2,6.2,1.6,2.4,1.0,3.8,1.6,0.4,2.0,5.5,1.7,1.8,1.0,4.0,1.9,0.9,H,3,1,11,1,1,2
Luton,Aston Villa,2024-03-02,10,7,1447.68828545139,1601.6208786867574,-153.93259323536745,0.0,0.0,1.0,4.0,2.2,2.6,6.8,2.4,0.8,2.6,1.6,6.6,2.0,1.8,1.9,2.1,6.5,1.8,1.1,2.1,1.5,7.1,2.9,1.7,1.8,8.2,2.0,1.2,2.2,6.2,2.8,2.0,1.6,6.3,2.3,1.0,1.7,7.2,2.7,1.8,A,2,3,8,6,1,4
Burnley,Bournemouth,2024-03-03,8,8,1376.5895575162358,1466.792414820045,-90.2028573038092,0.0,0.0,1.0,3.0,0.8,3.2,3.0,2.0,0.2,1.0,1.6,7.0,2.8,0.6,0.9,2.4,3.7,1.6,0.5,1.5,1.7,7.2,2.2,1.2,0.6,4.0,1.4,0.4,1.6,8.0,2.8,1.0,1.0,5.8,1.3,0.5,1.7,6.8,2.2,1.4,A,0,2,7,2,2,4
Man City,Man United,2024-03-03,8,8,1727.0230201250035,1594.4335793292482,132.5894407957553,0.8,0.0,0.2,4.4,1.6,0.4,10.4,1.0,2.6,2.4,1.4,6.8,2.8,2.4,2.1,0.8,9.4,1.3,2.6,1.8,1.5,5.4,2.9,1.7,1.8,10.0,1.2,2.6,1.8,5.6,3.8,1.8,2.3,8.9,1.5,2.2,1.5,4.4,2.9,1.9,H,3,1,15,2,0,1
Sheffield United,Arsenal,2024-03-04,8,9,1404.031892688469,1681.380593838953,-277.348701150484,0.0,0.0,1.0,5.0,1.0,3.0,3.2,2.0,0.6,4.0,0.6,6.8,1.8,3.0,1.0,2.5,3.8,2.6,0.5,2.9,0.8,6.9,1.8,2.2,1.0,4.8,3.4,0.8,3.0,6.4,1.6,2.0,0.9,4.1,3.1,0.7,2.2,6.9,1.6,1.7,A,0,6,0,7,1,0
Arsenal,Brentford,2024-03-09,5,7,1684.749887997969,1476.6164473354181,208.1334406625508,0.6,0.2,0.2,2.2,4.8,0.4,6.0,1.6,3.0,1.4,2.2,2.6,2.8,0.8,3.3,0.8,6.6,1.7,2.2,1.5,2.6,4.2,2.1,0.7,2.8,7.4,2.0,2.4,1.4,3.8,2.6,0.6,2.7,6.6,1.7,2.5,1.1,4.0,2.6,0.6,H,2,1,10,4,2,4
Wolves,Fulham,2024-03-09,7,7,1499.8784273570066,1505.9286672710366,-6.050239914030044,0.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.4,1.6,4.4,1.6,1.8,2.2,1.2,5.8,2.8,2.0,1.9,1.4,4.5,2.0,1.9,1.3,1.3,6.6,2.4,1.4,1.8,6.2,2.2,1.8,0.8,6.4,2.6,0.8,1.6,6.2,2.1,1.8,0.9,4.8,2.3,0.6,H,2,1,3,4,2,2
Bournemouth,Sheffield United,2024-03-09,6,5,1474.2529701998062,1400.6625985294531,73.59037167035308,1.0,0.0,0.0,4.0,1.2,1.4,6.4,3.0,1.0,0.6,3.6,3.0,1.4,0.6,1.4,1.7,7.0,2.5,1.2,1.0,2.9,3.2,2.4,0.5,1.2,7.0,2.4,1.0,1.2,2.2,2.2,0.8,1.1,6.1,2.0,1.2,0.8,2.6,2.7,0.5,D,2,2,10,3,3,5
Man United,Everton,2024-03-09,6,7,1588.0747412924532,1462.0283857986396,126.04635549381351,0.6,0.2,0.2,2.2,1.8,1.4,6.2,2.0,1.8,1.0,1.8,3.8,1.8,0.6,1.9,1.8,5.6,2.5,1.6,0.7,1.7,4.7,2.3,0.5,1.8,7.2,1.6,1.4,0.4,3.8,2.8,0.4,1.4,8.3,1.9,1.6,0.9,3.7,2.2,1.4,H,2,0,5,8,1,2
Crystal Palace,Luton,2024-03-09,7,7,1458.191996444741,1441.8500092520742,16.34198719266692,0.0,0.0,1.0,3.0,1.4,2.2,4.4,2.4,0.8,1.8,3.2,7.0,2.2,0.2,1.5,2.2,5.3,2.0,1.1,2.0,2.2,6.7,1.7,1.1,2.2,6.8,2.2,2.0,2.0,4.6,1.6,1.0,1.5,6.6,2.1,1.1,1.5,4.0,1.5,0.9,D,1,1,8,6,2,3
Aston Villa,Tottenham,2024-03-10,8,8,1607.459154886073,1594.9549045990113,12.504250287061723,0.6,0.0,0.4,3.0,3.0,1.4,6.2,2.0,2.4,2.2,1.6,8.0,1.0,2.0,2.2,1.6,6.5,2.8,1.7,2.2,1.6,7.0,1.7,2.0,2.0,8.0,3.0,1.4,2.2,7.2,2.4,1.2,2.2,6.5,2.6,2.2,2.2,5.5,2.5,1.6,A,0,4,6,4,1,2
Brighton,Nott'm Forest,2024-03-10,8,8,1535.5344844662468,1437.0798585924508,98.45462587379598,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,2.2,1.4,7.2,2.6,1.4,1.4,1.8,4.0,2.2,0.8,1.6,1.4,5.6,2.1,1.3,1.7,1.9,3.8,2.0,1.0,2.0,7.6,1.6,1.8,1.8,3.4,2.2,1.0,1.9,7.0,1.9,1.8,1.1,3.8,2.5,0.6,H,1,0,6,3,4,4
West Ham,Burnley,2024-03-10,8,7,1515.2397566363857,1369.1290021364746,146.11075449991108,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.4,2.8,3.8,2.6,1.2,0.6,3.0,3.8,2.0,0.2,1.4,1.7,3.0,1.9,1.5,0.9,2.4,3.6,1.8,0.5,1.4,2.0,1.8,1.6,1.2,3.4,1.8,0.6,1.6,3.5,2.3,1.6,0.9,3.9,2.4,0.4,D,2,2,4,4,2,4
Liverpool,Man City,2024-03-10,8,7,1701.2595038665713,1733.3818581617986,-32.1223542952273,0.2,0.6,0.2,3.2,2.6,1.2,8.8,2.0,2.4,1.6,0.4,10.8,1.0,2.6,2.8,1.0,7.2,2.0,2.5,2.2,0.7,10.3,1.2,2.8,3.2,8.2,2.2,2.6,2.4,8.2,1.4,3.0,2.8,8.2,1.7,2.6,2.0,6.6,2.0,1.9,D,1,1,7,4,0,3
Chelsea,Newcastle,2024-03-11,9,9,1516.1856861743513,1571.0326503153244,-54.846964140973114,0.4,0.2,0.4,2.4,1.8,2.4,5.0,2.6,1.0,2.6,2.4,3.8,1.0,1.6,1.8,1.7,5.0,2.9,1.7,2.1,2.4,4.9,1.6,1.1,2.0,6.4,3.2,2.4,1.8,4.2,1.8,1.2,1.6,6.0,3.0,1.4,1.4,4.3,2.0,0.8,H,3,2,0,4,3,1
Bournemouth,Luton,2024-03-13,4,4,1472.1659859154356,1442.320022887052,29.84596302838372,0.0,0.0,0.0,0.0,1.4,1.6,6.2,2.8,1.0,1.2,2.6,7.8,2.4,0.2,1.3,1.7,7.4,2.5,1.0,2.0,2.3,6.7,1.8,0.9,1.2,7.6,2.0,1.0,2.0,4.8,1.8,1.2,1.3,7.0,2.2,1.2,1.6,4.4,1.6,1.0,H,4,3,11,3,1,2
Burnley,Brentford,2024-03-16,6,7,1373.102859377455,1471.980223711307,-98.87736433385203,0.3333333333333333,0.0,0.6666666666666666,3.0,0.6,3.0,4.2,2.4,0.2,1.2,2.6,2.6,3.0,0.2,0.9,2.6,3.4,2.1,0.3,1.5,2.4,3.8,2.4,0.7,0.6,3.8,1.8,0.4,1.4,3.8,3.2,0.6,1.0,5.6,1.4,0.5,1.1,3.9,2.5,0.6,H,2,1,5,4,2,5
