HomeTeam,AwayTeam,Date,home_rest_days,away_rest_days,home_elo,away_elo,elo_diff,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_avg_goals,home_avg_goals_scored_5,home_avg_goals_conceded_5,home_avg_corners_5,home_avg_cards_5,home_avg_points_5,away_avg_goals_scored_5,away_avg_goals_conceded_5,away_avg_corners_5,away_avg_cards_5,away_avg_points_5,home_avg_goals_scored_10,home_avg_goals_conceded_10,home_avg_corners_10,home_avg_cards_10,home_avg_points_10,away_avg_goals_scored_10,away_avg_goals_conceded_10,away_avg_corners_10,away_avg_cards_10,away_avg_points_10,home_venue_avg_goals_5,home_venue_avg_corners_5,home_venue_avg_cards_5,home_venue_avg_points_5,away_venue_avg_goals_5,away_venue_avg_corners_5,away_venue_avg_cards_5,away_venue_avg_points_5,home_venue_avg_goals_10,home_venue_avg_corners_10,home_venue_avg_cards_10,home_venue_avg_points_10,away_venue_avg_goals_10,away_venue_avg_corners_10,away_venue_avg_cards_10,away_venue_avg_points_10,FTR,FTHG,FTAG,HC,AC,home_cards,away_cards
Wolves,Chelsea,2021-12-19,4,3,1504.360633684258,1565.2605536937717,-60.899920009513835,0.0,0.0,0.0,0.0,0.2,0.4,3.0,1.8,1.0,1.8,1.6,7.2,2.4,1.6,0.8,0.8,4.2,1.8,1.5,2.4,0.9,6.7,1.7,2.1,1.0,3.6,1.2,2.0,2.2,4.2,2.0,2.4,0.625,4.0,1.75,1.25,2.125,5.375,1.75,2.375,D,0,0,4,9,0,2
Tottenham,Liverpool,2021-12-19,14,3,1523.9566891727854,1590.2105750554088,-66.25388588262331,0.0,0.0,0.0,0.0,1.4,0.8,6.6,1.6,2.0,2.6,0.4,9.2,1.4,3.0,1.3,1.4,6.0,1.3,1.6,3.1,0.7,7.1,1.2,2.5,1.8,7.2,1.2,2.4,3.4,6.6,1.2,2.4,1.375,6.75,1.375,2.25,3.25,8.25,1.125,2.375,D,2,2,6,4,4,5
Man City,Leicester,2021-12-26,7,14,1598.4106485915822,1499.0779322080964,99.33271638348583,1.0,0.0,0.0,1.0,3.4,0.4,9.6,1.2,3.0,2.2,1.8,5.0,1.8,1.4,2.8,0.6,8.5,1.7,2.7,2.0,1.7,4.6,1.6,1.5,2.6,8.4,2.0,2.4,1.6,4.0,1.8,1.2,2.7777777777777777,8.444444444444445,1.4444444444444444,2.4444444444444446,1.5,4.75,1.625,1.125,H,6,3,14,4,1,2
Norwich,Arsenal,2021-12-26,12,8,1429.532325755071,1534.460670061832,-104.92834430676089,0.0,0.0,1.0,1.0,0.2,1.4,5.6,1.8,0.4,2.4,1.2,5.8,1.4,1.8,0.6,1.8,4.8,2.2,0.9,2.0,1.1,5.1,1.4,2.1,0.6,5.8,2.0,0.8,1.8,4.4,0.6,1.2,0.5555555555555556,5.888888888888889,1.8888888888888888,0.5555555555555556,1.1111111111111112,3.888888888888889,0.8888888888888888,1.1111111111111112,A,0,5,3,5,1,2
Tottenham,Crystal Palace,2021-12-26,7,11,1525.840845852978,1491.5651016411418,34.27574421183613,0.0,0.0,1.0,3.0,1.8,0.6,5.8,2.0,2.2,1.2,1.4,5.8,2.0,0.8,1.5,1.3,6.1,1.7,1.7,1.6,1.3,4.7,2.2,1.3,1.8,7.4,1.6,2.0,1.4,4.2,2.4,1.0,1.4444444444444444,6.666666666666667,1.6666666666666667,2.111111111111111,1.125,3.875,1.625,0.75,H,3,0,4,2,1,2
West Ham,Southampton,2021-12-26,11,11,1524.3139098462166,1474.0198105833333,50.294099262883265,0.0,1.0,0.0,0.0,1.0,1.4,4.0,0.8,1.0,1.0,2.4,5.8,2.0,0.6,1.4,1.1,4.3,1.2,1.7,1.1,1.6,6.8,1.9,1.3,1.8,5.2,1.4,2.0,0.8,7.2,1.8,0.8,2.0,5.375,1.0,1.75,0.8888888888888888,6.111111111111111,2.0,0.6666666666666666,A,2,3,10,2,2,3
Aston Villa,Chelsea,2021-12-26,12,7,1490.8087132949775,1563.5254468989415,-72.71673360396403,0.0,0.0,1.0,3.0,1.4,1.0,4.6,1.4,1.8,1.6,1.4,6.0,2.4,1.6,1.3,1.6,4.9,2.1,1.2,2.3,0.9,7.1,1.8,1.9,1.6,4.2,1.6,1.2,2.0,5.0,2.2,2.0,1.75,4.0,1.875,1.625,1.8888888888888888,5.777777777777778,1.7777777777777777,2.2222222222222223,A,1,3,2,5,3,1
Brighton,Brentford,2021-12-26,11,16,1492.0315473163205,1486.4863001396382,5.545247176682324,1.0,0.0,0.0,1.0,0.4,1.0,5.4,1.8,0.6,1.6,1.6,3.8,2.6,1.6,0.6,1.2,5.1,2.4,0.7,1.3,1.7,4.7,2.1,1.1,0.4,6.0,2.2,0.6,1.6,3.2,1.8,1.0,0.75,5.625,2.25,1.125,1.375,3.125,2.0,1.25,H,2,0,6,9,1,3
Newcastle,Man United,2021-12-27,8,16,1432.6570379709026,1525.745276878844,-93.08823890794133,0.0,0.0,1.0,5.0,0.6,2.4,4.2,1.6,0.8,1.4,1.4,4.6,2.2,2.0,0.8,2.2,4.5,2.4,0.7,1.3,1.9,4.5,2.6,1.4,1.0,4.6,1.4,1.0,1.6,3.2,2.8,1.4,1.3333333333333333,4.444444444444445,2.0,0.7777777777777778,1.5,5.125,2.625,1.75,D,1,1,2,4,3,3
Leicester,Liverpool,2021-12-28,2,9,1491.8615238784764,1588.3264183752162,-96.46489449673982,0.0,0.0,0.0,0.0,2.8,2.4,5.2,1.6,1.4,2.2,0.8,9.0,2.4,2.6,2.1,2.1,4.7,1.5,1.4,2.8,0.9,6.6,1.7,2.3,2.4,5.2,1.4,1.8,2.8,5.6,2.2,2.0,1.875,5.5,1.375,1.625,3.111111111111111,7.777777777777778,1.5555555555555556,2.2222222222222223,H,1,0,1,12,0,1
Watford,West Ham,2021-12-28,18,2,1441.326567195172,1512.8763565652055,-71.54978937003352,0.0,0.0,0.0,0.0,1.8,2.4,5.6,1.8,0.6,1.2,1.6,5.2,1.2,1.0,1.4,2.2,4.4,2.0,0.6,1.5,1.4,4.4,1.2,1.4,1.2,5.2,2.2,0.6,1.0,3.8,1.0,0.8,1.25,4.875,2.625,0.875,1.3333333333333333,5.0,1.2222222222222223,1.5555555555555556,A,1,4,4,5,0,1
Southampton,Tottenham,2021-12-28,2,2,1485.4573638643444,1534.857498711826,-49.400134847481695,0.0,0.0,0.0,0.0,1.6,2.0,4.8,2.4,1.2,2.4,0.6,6.2,1.4,2.6,1.3,1.8,6.2,2.0,1.3,1.7,1.0,6.1,1.7,2.0,1.4,6.4,2.0,1.8,0.8,4.2,1.8,0.8,1.0,6.125,1.875,1.375,0.8333333333333334,4.166666666666667,2.1666666666666665,1.1666666666666667,D,1,1,3,7,3,2
Crystal Palace,Norwich,2021-12-28,2,2,1482.5484487822937,1422.4638175356868,60.08463124660693,0.0,0.0,0.0,0.0,1.0,1.6,4.8,1.8,0.8,0.2,2.4,5.4,1.6,0.2,1.4,1.4,4.5,2.3,1.2,0.6,2.3,4.3,2.0,0.8,1.8,5.2,2.0,1.6,0.6,3.2,2.2,1.0,1.6666666666666667,4.888888888888889,2.111111111111111,1.5555555555555556,0.375,3.125,2.0,0.625,H,3,0,8,8,1,2
Chelsea,Brighton,2021-12-29,3,3,1571.4625253108275,1501.8719558238386,69.5905694869889,0.0,0.0,0.0,0.0,1.8,1.4,7.0,2.0,1.6,0.8,0.6,5.2,1.4,1.2,1.9,1.0,7.1,1.9,1.9,0.8,1.2,4.9,2.3,0.9,2.6,9.2,1.4,1.8,0.8,4.2,2.6,0.8,2.4444444444444446,7.333333333333333,1.3333333333333333,2.0,1.0,4.75,2.375,1.375,D,1,1,10,8,4,1
Brentford,Man City,2021-12-29,3,3,1476.64589163212,1605.6270569212022,-128.98116528908213,0.0,0.0,0.0,0.0,1.0,1.4,5.2,2.8,1.4,4.2,0.8,10.2,1.4,3.0,1.1,1.8,5.0,2.1,0.8,3.0,0.8,9.3,1.5,2.7,1.0,6.2,2.4,1.2,3.0,8.6,1.4,3.0,1.25,4.5,2.0,1.25,2.111111111111111,8.777777777777779,1.6666666666666667,2.4444444444444446,A,0,1,3,5,0,0
Man United,Burnley,2021-12-30,3,18,1523.1283051631551,1462.9355455614868,60.192759601668286,0.0,0.0,0.0,0.0,1.4,0.8,4.8,2.4,2.2,0.8,1.0,3.8,2.4,0.8,1.3,1.9,3.9,2.8,1.4,1.1,1.2,4.0,2.5,1.0,1.0,5.8,2.4,1.4,0.6,2.8,2.2,0.6,1.75,5.75,2.0,1.625,0.75,3.5,2.0,0.5,H,3,1,7,5,0,0
Arsenal,Man City,2022-01-01,6,3,1541.5291782812162,1612.0763190695566,-70.54714078834036,0.0,0.0,1.0,5.0,3.0,0.6,5.2,1.8,2.4,3.8,0.6,9.0,1.4,3.0,2.2,1.0,4.9,1.4,2.1,3.1,0.6,9.1,1.2,3.0,2.2,5.8,2.2,3.0,2.4,8.4,0.8,3.0,1.8888888888888888,6.222222222222222,2.0,2.4444444444444446,2.0,8.4,1.5,2.5,A,1,2,5,5,4,2
Watford,Tottenham,2022-01-01,4,4,1433.3573086110573,1533.445153330215,-100.0878447191576,0.0,0.0,1.0,1.0,1.2,3.0,4.6,1.4,0.0,2.2,0.6,6.8,1.6,2.2,1.5,2.5,4.5,1.7,0.6,1.6,1.0,6.3,1.7,1.8,1.4,5.8,2.2,0.6,1.0,5.2,1.8,1.0,1.2222222222222223,4.777777777777778,2.3333333333333335,0.7777777777777778,0.8571428571428571,4.571428571428571,2.142857142857143,1.1428571428571428,A,0,1,3,7,0,1
Crystal Palace,West Ham,2022-01-01,4,4,1490.8361106497655,1520.84561514932,-30.009504499554623,0.0,1.0,0.0,4.0,1.6,1.4,5.6,1.4,1.4,1.8,1.6,4.4,1.2,1.4,1.6,1.3,5.0,2.1,1.4,1.8,1.5,4.7,1.1,1.4,2.2,6.2,1.6,2.0,1.0,3.6,0.8,0.8,1.8,5.2,2.0,1.7,1.6,5.0,1.2,1.7,A,2,3,9,1,0,2
Brentford,Aston Villa,2022-01-02,4,7,1470.1966294837657,1482.8716348830915,-12.675005399325755,0.0,1.0,0.0,2.0,0.8,1.6,5.2,2.0,0.8,1.2,1.4,4.4,1.4,1.2,1.1,1.8,4.8,2.0,0.8,1.2,1.6,4.5,2.2,1.2,1.0,5.8,2.2,1.2,1.0,5.6,2.6,1.2,1.1111111111111112,4.333333333333333,1.7777777777777777,1.1111111111111112,1.0,6.222222222222222,2.3333333333333335,1.0,H,2,1,3,7,2,2
Everton,Brighton,2022-01-02,17,4,1471.7976037028795,1503.8485704583848,-32.050966755505215,1.0,0.0,0.0,2.0,1.0,2.0,2.4,2.8,0.8,1.0,0.8,5.6,1.4,1.2,0.8,2.1,3.0,2.3,0.5,0.9,1.3,5.3,1.9,0.9,1.0,4.0,2.6,0.8,1.0,5.0,1.8,0.8,1.625,4.5,2.25,1.625,1.0,5.111111111111111,2.2222222222222223,1.3333333333333333,A,2,3,8,5,1,1
Leeds,Burnley,2022-01-02,15,3,1461.042557646282,1454.6509044647562,6.391653181525726,0.0,1.0,0.0,2.0,1.2,3.2,3.4,3.8,0.8,0.8,1.4,4.4,1.6,0.6,1.1,2.1,4.2,3.3,1.0,1.0,1.3,4.1,2.1,0.9,1.2,5.8,3.2,1.2,0.8,3.4,2.2,0.6,1.1111111111111112,5.555555555555555,2.6666666666666665,1.1111111111111112,0.7777777777777778,3.6666666666666665,1.7777777777777777,0.4444444444444444,H,3,1,9,3,2,1
Chelsea,Liverpool,2022-01-02,4,5,1569.4859106762813,1575.6191471656273,-6.133236489346018,0.0,1.0,0.0,2.0,1.6,1.0,7.2,2.2,1.8,1.4,0.8,9.2,2.0,2.0,1.7,1.1,7.9,2.1,1.7,2.3,1.0,7.5,1.8,2.0,1.4,10.2,2.2,1.4,1.8,7.4,2.4,1.4,2.3,7.6,1.6,1.9,2.8,8.2,1.5,2.0,D,2,2,6,7,1,2
Man United,Wolves,2022-01-03,4,15,1531.4129462598858,1506.0957404790881,25.31720578079762,1.0,0.0,0.0,1.0,1.8,0.8,5.8,1.4,2.6,0.2,0.4,3.2,1.4,1.0,1.4,1.6,4.3,2.5,1.7,0.5,0.6,3.9,1.5,1.3,1.4,5.2,2.2,1.8,0.4,3.4,1.8,1.0,1.8888888888888888,5.888888888888889,1.7777777777777777,1.7777777777777777,0.8888888888888888,4.555555555555555,1.8888888888888888,1.5555555555555556,A,0,1,3,8,3,1
Southampton,Brentford,2022-01-11,14,9,1486.8697092459556,1480.561283705575,6.30842554038054,0.0,0.0,0.0,0.0,1.4,1.8,5.0,2.8,1.2,1.2,1.4,4.8,2.4,1.4,1.2,1.7,5.9,2.2,1.3,1.2,1.7,4.2,2.1,1.1,1.4,5.4,2.2,1.4,1.2,3.8,1.8,0.4,1.0,5.777777777777778,2.0,1.3333333333333333,1.2222222222222223,3.7777777777777777,2.111111111111111,1.1111111111111112,H,4,1,5,2,0,1
West Ham,Norwich,2022-01-12,11,15,1529.9840137775511,1414.176155668215,115.80785810933617,0.0,0.0,0.0,0.0,1.8,1.6,4.4,1.4,1.4,0.0,2.8,6.0,1.8,0.0,1.7,1.6,4.2,1.1,1.4,0.6,1.9,5.1,1.9,0.8,2.0,5.0,1.4,2.0,0.6,3.8,2.2,0.8,2.0,5.888888888888889,1.1111111111111112,1.5555555555555556,0.3333333333333333,3.6666666666666665,2.0,0.5555555555555556,H,2,0,11,2,0,0
Brighton,Crystal Palace,2022-01-14,12,13,1512.9286774553161,1481.6977120215345,31.23096543378165,0.0,1.0,0.0,2.0,1.4,1.0,5.6,1.4,1.6,2.0,1.8,6.2,1.0,1.4,1.1,1.1,5.1,1.8,1.2,1.6,1.6,5.8,1.8,1.1,0.8,5.6,2.0,1.0,1.0,3.8,2.6,0.8,0.8888888888888888,5.666666666666667,2.111111111111111,1.3333333333333333,1.0,3.6666666666666665,1.6666666666666667,0.6666666666666666,D,1,1,9,0,0,2
Man City,Chelsea,2022-01-15,14,13,1620.0732622464707,1569.6624210781083,50.41084116836237,1.0,0.0,0.0,1.0,4.0,0.8,7.2,1.2,3.0,1.4,1.0,7.4,2.0,1.4,3.1,0.7,8.7,1.2,3.0,1.8,1.2,7.1,2.1,1.7,3.8,9.8,1.6,3.0,2.0,5.6,2.0,2.0,3.1,9.0,1.4,2.5,2.0,5.7,1.7,2.3,H,1,0,9,1,0,2
Newcastle,Watford,2022-01-15,19,14,1435.2740096865914,1426.1609384076623,9.113071278929056,0.0,1.0,0.0,2.0,0.6,2.4,4.2,2.2,0.8,0.8,2.4,4.0,1.4,0.0,0.8,2.2,4.0,2.3,0.7,1.5,2.1,4.7,1.7,0.6,1.2,5.0,1.4,1.2,1.6,3.6,1.8,0.6,1.3,4.2,2.1,0.8,1.375,3.875,1.625,0.75,D,1,1,4,6,3,2
Norwich,Everton,2022-01-15,3,13,1407.3911797185558,1462.7174967059482,-55.326316987392374,0.0,0.0,1.0,2.0,0.0,2.6,5.6,1.4,0.0,1.4,2.4,3.4,2.4,0.8,0.5,1.9,4.8,1.8,0.8,1.0,2.3,3.1,2.4,0.5,0.4,5.4,2.0,0.8,0.6,2.0,2.0,0.2,0.5,5.6,1.8,0.5,0.8888888888888888,2.7777777777777777,2.0,0.6666666666666666,H,2,1,8,8,3,1
Wolves,Southampton,2022-01-15,12,4,1516.8231412274356,1496.688158114192,20.134983113243607,1.0,0.0,0.0,1.0,0.4,0.4,3.8,1.2,1.4,2.0,1.8,4.8,2.0,1.6,0.5,0.5,4.4,1.3,1.5,1.5,1.8,5.6,2.0,1.3,0.6,4.4,1.2,1.6,1.2,6.0,2.0,0.8,0.5555555555555556,4.0,1.5555555555555556,1.2222222222222223,1.1,5.7,2.1,0.9,H,3,1,2,10,2,3
Aston Villa,Man United,2022-01-15,13,12,1472.5069806612821,1520.6855455115383,-48.17856485025618,1.0,0.0,0.0,1.0,1.2,1.4,5.0,1.8,1.2,1.2,0.6,5.8,1.8,2.0,1.2,1.5,4.8,1.9,1.2,1.4,1.2,4.0,2.1,1.7,1.4,3.4,1.8,1.2,1.4,3.4,2.8,1.6,1.6666666666666667,3.7777777777777777,2.0,1.4444444444444444,1.4444444444444444,5.0,2.6666666666666665,1.6666666666666667,D,2,2,3,6,1,2
Liverpool,Brentford,2022-01-16,14,5,1575.4426367638002,1470.7428348373387,104.69980192646153,0.0,1.0,0.0,6.0,1.6,1.2,9.0,2.0,1.6,1.0,1.8,5.0,2.0,1.2,2.3,1.0,7.7,1.8,2.0,1.2,1.8,4.2,2.1,1.1,2.8,7.6,1.2,2.6,1.2,3.8,1.8,0.4,2.4444444444444446,7.888888888888889,1.3333333333333333,2.3333333333333335,1.2,3.6,2.0,1.0,H,3,0,9,0,0,1
West Ham,Leeds,2022-01-16,4,14,1536.7689897272103,1470.8586118304768,65.91037789673351,1.0,0.0,0.0,3.0,2.2,1.6,5.8,1.2,1.8,1.6,3.4,3.8,3.2,0.8,1.6,1.4,5.0,1.0,1.4,1.3,2.1,4.5,3.3,1.2,2.2,6.8,1.0,2.0,1.0,2.6,3.4,0.8,2.0,6.4,1.0,1.7,0.8888888888888888,3.111111111111111,3.0,0.6666666666666666,A,2,3,4,3,3,2
Brighton,Chelsea,2022-01-18,4,3,1512.0321913089363,1561.1032648636867,-49.071073554750456,0.0,1.0,0.0,2.0,1.4,1.0,7.0,1.0,1.6,1.2,1.0,6.2,2.0,1.2,1.0,1.0,5.7,1.6,1.2,1.5,1.3,6.7,2.2,1.4,0.8,6.0,1.6,1.2,1.4,4.8,2.2,1.4,0.9,6.0,1.9,1.3,1.8,5.0,1.9,2.0,D,1,1,5,7,1,2
Leicester,Tottenham,2022-01-19,22,18,1504.5687950880654,1540.6415235336099,-36.0727284455445,0.0,0.0,0.0,0.0,2.2,2.0,3.8,1.6,1.4,2.0,0.6,6.0,1.8,2.2,1.8,1.9,4.4,1.5,1.4,1.4,0.8,6.1,1.7,1.8,1.8,4.6,1.4,1.8,1.0,5.8,1.8,1.6,1.7777777777777777,5.0,1.2222222222222223,1.7777777777777777,0.875,4.875,2.0,1.375,A,2,3,3,8,1,2
Brentford,Man United,2022-01-19,3,4,1463.6683127687354,1519.3076753826354,-55.63936261389995,0.0,0.0,0.0,0.0,0.6,2.2,3.4,1.4,0.6,1.4,1.0,5.2,1.8,1.6,1.1,1.9,3.6,2.0,1.1,1.3,1.4,4.4,2.0,1.5,1.2,4.6,2.4,1.8,1.2,4.2,2.6,1.2,1.2,4.2,1.8,1.3,1.5,5.1,2.6,1.6,A,1,3,6,9,0,0
Watford,Norwich,2022-01-21,6,6,1426.4231735481783,1418.9702740819491,7.452899466229155,1.0,0.0,0.0,4.0,0.8,2.2,4.0,1.0,0.2,0.4,2.6,5.6,1.8,0.6,1.1,2.0,4.8,1.6,0.4,0.5,1.9,5.4,1.8,0.8,1.4,5.4,1.8,0.6,0.6,4.2,1.6,0.8,1.1,4.6,2.1,0.7,0.3,3.5,1.8,0.5,A,0,3,5,1,1,1
Southampton,Man City,2022-01-22,7,7,1487.2670415859398,1628.6324184608923,-141.36537687495252,0.0,1.0,0.0,0.0,2.2,1.8,5.2,2.6,1.6,2.8,0.8,7.8,1.0,3.0,1.5,2.1,5.6,2.1,1.0,2.9,0.7,8.9,1.1,3.0,1.8,5.2,2.0,1.8,2.4,7.6,0.8,3.0,1.3,5.7,1.8,1.5,2.2,7.8,1.6,2.8,D,1,1,2,11,3,0
Man United,West Ham,2022-01-22,3,6,1527.7197967663114,1524.8943707837743,2.8254259825371264,1.0,0.0,0.0,3.0,1.8,1.2,5.8,1.6,1.6,2.6,1.8,6.2,1.6,1.8,1.6,1.3,5.2,1.9,1.8,1.8,1.6,5.1,1.2,1.4,1.4,4.6,1.4,1.8,1.6,3.2,1.0,1.4,1.7,5.6,1.9,1.6,1.5,4.5,1.4,1.7,H,1,0,3,3,1,1
Everton,Aston Villa,2022-01-22,7,7,1451.1384023425549,1473.884850790185,-22.7464484476302,0.0,0.0,1.0,3.0,1.4,2.0,4.4,1.8,0.8,1.2,1.6,5.0,1.8,0.8,0.9,2.0,3.6,2.1,0.5,1.3,1.3,4.8,1.8,1.3,1.4,4.2,2.8,0.8,1.0,6.2,2.0,1.2,1.6666666666666667,4.888888888888889,2.111111111111111,1.4444444444444444,1.0,6.3,2.3,0.9,A,0,1,9,2,5,3
Brentford,Wolves,2022-01-22,3,7,1455.2561913850593,1526.2442577556878,-70.98806637062853,1.0,0.0,0.0,2.0,0.8,2.4,2.8,0.8,0.6,1.0,0.4,3.8,1.2,2.0,0.9,1.9,4.0,1.8,1.0,0.6,0.5,4.2,1.4,1.5,1.2,4.6,2.0,1.8,0.4,4.4,1.4,1.4,1.1,4.6,1.8,1.0,0.9,4.9,1.8,1.7,A,1,2,6,3,2,3
Leeds,Newcastle,2022-01-22,6,7,1482.7332307739127,1435.0117745460755,47.72145622783728,0.0,1.0,0.0,2.0,1.8,3.4,3.4,2.6,1.2,0.6,2.6,3.0,2.6,0.4,1.4,2.2,4.8,3.1,1.2,0.9,2.0,4.4,2.3,0.8,1.6,6.4,3.2,1.6,0.6,4.4,3.4,0.4,1.3,5.9,2.6,1.3,0.6666666666666666,4.333333333333333,2.888888888888889,0.3333333333333333,A,0,1,6,7,4,2
Arsenal,Burnley,2022-01-23,22,21,1533.5322351043021,1444.8348502805613,88.69738482374078,1.0,0.0,0.0,1.0,3.0,0.6,5.6,2.2,2.4,0.4,1.4,4.4,1.4,0.4,2.1,1.2,4.8,1.8,1.8,1.1,1.6,3.5,1.7,0.8,1.8,5.4,2.6,2.4,0.6,3.6,1.8,0.4,1.8,6.1,2.2,2.2,0.8,3.6,1.7,0.4,D,0,0,12,4,0,2
Crystal Palace,Liverpool,2022-01-23,9,7,1482.5941981679143,1582.5171588324035,-99.92296066448921,0.0,0.0,1.0,3.0,1.6,1.8,4.6,1.4,1.0,2.0,1.2,8.6,1.8,1.6,1.5,1.7,5.4,1.8,0.9,2.4,0.7,8.4,1.7,2.3,2.2,7.2,1.2,1.4,1.8,8.4,2.6,1.6,2.0,5.8,1.7,1.6,2.7,7.8,1.6,1.8,A,1,3,2,5,4,1
Leicester,Brighton,2022-01-23,4,5,1495.6033369680035,1513.4352532289577,-17.83191626095413,0.0,0.0,1.0,3.0,2.2,2.2,3.6,1.2,1.2,1.6,1.0,6.6,0.8,1.8,1.8,2.1,4.5,1.5,1.1,1.0,1.0,6.0,1.3,1.2,2.2,3.8,1.2,1.8,1.2,5.4,1.6,1.2,1.8,4.8,1.2,1.6,1.2,5.1,2.1,1.5,D,1,1,4,5,0,1
Chelsea,Tottenham,2022-01-23,5,4,1559.7002029436653,1549.6069816536717,10.093221289993608,1.0,0.0,0.0,3.0,1.4,1.2,5.8,2.0,1.2,2.0,1.0,6.4,2.0,2.2,1.5,1.3,5.9,2.2,1.4,1.7,0.9,6.5,1.8,2.1,1.6,8.6,2.2,1.4,1.0,5.6,2.0,1.6,2.2,7.7,1.7,1.7,1.1111111111111112,5.222222222222222,2.0,1.5555555555555556,H,2,0,10,3,2,1
Burnley,Watford,2022-02-05,13,15,1447.333713838819,1416.2086947546995,31.125019084119458,0.0,0.0,0.0,0.0,0.4,1.4,4.2,1.2,0.4,0.6,2.2,4.0,0.6,0.2,1.1,1.4,3.7,1.9,0.9,1.1,2.2,4.8,1.5,0.4,1.2,6.0,2.4,1.2,1.8,4.2,1.6,0.8,1.1428571428571428,6.0,2.5714285714285716,1.0,1.3333333333333333,4.111111111111111,1.6666666666666667,0.7777777777777778,D,0,0,4,7,1,2
Burnley,Man United,2022-02-08,3,17,1446.4402526486151,1537.6384762621049,-91.19822361348974,0.0,0.0,1.0,4.0,0.4,1.2,4.4,1.2,0.6,1.8,1.0,5.6,1.2,2.0,0.9,1.2,3.9,1.7,0.9,1.6,0.9,5.2,1.8,2.1,1.2,5.2,2.2,1.4,1.6,5.4,2.2,1.8,1.0,5.75,2.375,1.0,1.7,5.3,2.3,1.8,D,1,1,2,10,2,1
Newcastle,Everton,2022-02-08,17,17,1446.3767354807953,1441.7921639590074,4.584571521787893,0.0,0.0,0.0,0.0,0.8,1.8,3.2,2.4,1.0,1.0,2.0,5.6,2.4,0.2,0.9,1.9,4.6,2.1,1.0,0.8,1.9,4.2,2.5,0.5,0.8,4.2,1.6,1.2,0.6,3.0,2.0,0.2,1.2,3.9,2.3,0.9,0.9,3.3,1.9,0.6,H,3,1,6,2,2,3
West Ham,Watford,2022-02-08,17,3,1514.975691287981,1417.1021559449034,97.87353534307749,1.0,0.0,0.0,5.0,2.2,1.4,4.8,1.4,1.8,0.4,1.8,5.0,1.0,0.4,1.7,1.5,5.0,1.3,1.4,1.1,2.1,5.3,1.4,0.5,2.0,7.0,1.4,1.4,0.8,4.6,1.4,0.4,1.8,5.8,1.3,1.4,1.2,4.4,1.7,0.8,H,1,0,5,6,1,0
Tottenham,Southampton,2022-02-09,17,18,1539.897406219107,1491.125264001837,48.77214221727013,0.0,1.0,0.0,2.0,1.6,1.0,5.8,1.4,2.0,2.0,1.6,4.4,2.4,1.6,1.7,0.8,5.8,1.7,2.1,1.5,2.0,5.1,2.2,1.1,2.4,6.2,1.4,2.6,1.2,6.6,2.2,0.8,1.6,6.4,1.6,2.2,1.1,5.9,2.4,0.9,A,2,3,2,8,2,3
Aston Villa,Leeds,2022-02-09,18,18,1483.2310891737325,1471.3682698391929,11.862819334539608,0.0,0.0,0.0,0.0,1.4,1.4,4.8,2.0,1.4,1.4,3.0,4.2,2.4,1.2,1.4,1.2,4.2,1.9,1.6,1.3,2.2,4.4,3.4,1.1,1.6,3.4,1.6,1.4,1.2,3.2,3.0,0.8,1.7,3.7,1.9,1.4,1.1,3.1,2.9,0.9,D,3,3,6,11,2,3
Man City,Brentford,2022-02-09,18,18,1624.774196044995,1447.2714267768933,177.5027692681017,1.0,0.0,0.0,1.0,2.2,1.0,8.8,0.6,2.6,1.0,2.6,3.4,1.2,0.6,2.8,0.7,9.2,0.9,2.8,0.9,2.1,4.3,1.6,0.7,3.4,10.2,1.4,3.0,0.6,3.4,1.6,0.2,2.7,9.3,1.3,2.5,1.2,3.1,2.0,0.9,H,2,0,9,3,0,0
Norwich,Crystal Palace,2022-02-09,19,17,1429.1847528754279,1475.393454670049,-46.20870179462122,0.0,0.0,1.0,3.0,1.0,2.2,4.4,1.4,1.2,1.4,2.0,4.2,1.8,0.8,0.6,1.8,5.0,1.6,0.8,1.3,1.7,5.0,1.9,0.8,0.4,6.0,2.0,0.8,0.8,3.6,2.4,0.4,0.7,6.1,2.0,0.8,1.0,3.3,1.7,0.7,D,1,1,4,6,1,2
Liverpool,Leicester,2022-02-10,18,18,1589.7179023302688,1496.116130588454,93.60177174181467,0.0,0.0,1.0,1.0,2.0,1.2,7.4,1.8,1.6,2.2,2.0,3.2,1.0,1.4,2.3,0.8,8.3,1.6,2.3,1.9,2.0,4.2,1.3,1.2,3.0,8.4,0.8,3.0,1.8,4.2,1.6,1.0,2.5,8.0,1.2,2.4,1.6666666666666667,4.666666666666667,1.6666666666666667,1.0,H,2,0,7,6,1,0
Wolves,Arsenal,2022-02-10,19,18,1534.2290223638538,1531.0333715460445,3.1956508178093372,0.0,0.0,0.0,0.0,1.4,0.4,4.2,1.2,2.6,2.4,0.6,6.2,1.8,2.0,0.8,0.4,3.9,1.6,1.8,2.0,1.2,5.6,1.4,1.6,0.8,4.0,1.4,1.6,2.4,4.2,1.0,1.2,0.8,3.8,1.6,1.4,1.5,4.0,1.0,1.3,A,0,1,7,4,2,4
